Gene	Chip2_1cell_A3	Chip2_1cell_B3	Chip2_1cell_A4	Chip2_1cell_B4	Chip2_1cell_A5	Chip2_1cell_B5	Chip2_1cell_A6	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_B7	Chip2_3cells_A8	Chip2_3cells_B8	Chip2_3cells_A9	Chip2_3cells_B9	Chip2_11cells_A10	Chip2_11cells_B10	Chip2_11cells_A11	Chip2_11cells_B11	Chip2_11cells_A12	Chip2_11cells_B12
Gm13562	0	0	0	0	0	0	0	0	0	0	4.968548594	0	0	0	0	0	0	0	0	0
Card9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snapc4	0	0	0	0	0	0	0	0	0	0	9.402958258	0	4.337760799	0	0.679030705	0	0	0	1.369089147	0
Entr1	0	53.87787784	0	61.8229268	114.0865588	21.35887992	4.590903727	0	31.25250799	24.02141358	39.82881588	46.64249508	34.05984238	0	46.11787332	21.42067354	31.54788368	19.88604569	24.74305551	27.60589952
Pmpca	0	0	118.378323	50.14494957	0	36.34933814	0	0	37.66584203	26.30751438	0	72.12041063	15.4663499	0	8.876641534	15.98524261	4.486859226	13.13324014	13.69543493	31.35606363
Inpp5e	0	0	0	0	0	0	0	0	0	0.237937396	20.53741553	0	0	0	0	1.68665645	0	0	0.705749777	9.401760913
Sec16a	0	0	0.024196538	0	0	0	0	0	0	0	0	0	0	0	0	3.575287459	16.08198177	1.955508994	6.972285077	6.023676694
0610009E02Rik	0	0	0.28043404	0.085057748	0.266971582	54.9667235	0	0.743165287	0	0	0.098823062	0.082395384	0.188334595	0.206557428	0	0.429844545	0.080967687	1.603587654	0	4.734982082
Notch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65718867	0	0	0	0.108940002
Mir126a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir126b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat2	0	42.07852467	0	48.68394207	0	0	123.9345238	0	54.6352307	0	201.2326975	19.70500788	9.799620921	67.89722433	17.60970628	42.58164592	51.69020363	35.62226324	4.742692308	35.36964874
Gm39772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dipk1b	0	0	0	0	0	0	106.4629673	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg7	0	0	0	0	0	0	0	0	1.750715652	0	0	0	36.97843168	52.39446071	1.090667468	2.554736447	29.73270967	20.19612753	54.42643362	73.6269976
Snora43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg7os	0	7.29928662	0	0	0	16.03878657	0	0	0	0	0	0	0	0	0	0	1.589300715	1.687872673	0	0
Lcn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abo	0	0	0	0.056288215	0.17667237	0	0	1.229501394	0.10916227	0.072230995	0.130795229	0.436210856	0.31158297	0	0.085007906	0.284455949	0.321489346	0.636718627	0.154256737	0.947320287
Surf6	0	0	0.147424437	0.044714937	0.070173605	34.1248684	0.700621897	0	0.086717691	0	29.04081914	0.216576652	11.23737084	0.054293716	0.135059289	0.135581807	0.340518311	0.674406023	4.166373551	1.157760235
Med22	0	0	0	0	0	31.08017755	0	0	5.957524785	1.874854857	0	9.76198666	1.202766027	14.41959727	1.074960148	5.679573477	61.9789985	7.674888899	6.775908346	0
Rpl7a	0	348.6377258	257.7429093	1299.229902	688.0748708	720.3311796	1029.191149	1081.426661	531.7942821	816.7545948	542.1746571	854.3094791	828.4313809	630.964265	589.5359851	974.8181693	1199.139731	952.9863051	654.6596302	1105.650562
Gm23969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf1	0	360.2721106	311.8794716	51.2732998	0	86.12771496	337.0582066	0	266.5349965	94.24118242	287.1058779	62.55232296	36.27812073	83.55545153	35.36940439	155.3702486	93.39535347	174.9179569	48.07039439	87.09055632
Surf2	0	0	297.7585721	229.1174351	171.8693002	156.7492115	0	244.1107232	0	149.0320426	57.76076446	77.96232432	111.8836392	152.8917659	105.0827002	146.8303203	136.0580401	155.956521	160.7187062	58.95385551
Surf4	0	551.1766436	205.6087492	560.8088802	460.6280321	665.8201584	86.53969942	0	222.4640269	349.0183033	418.4945118	342.1802184	475.4800583	400.7182512	195.1692547	321.916758	400.0348486	392.3068492	222.4658548	244.2669531
Gm36591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stkld1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.974227315	0	0	1.445857721	0	0
Rexo4	0	85.63221618	0	90.3286431	0	130.5610293	0	0	146.3616706	154.4248644	42.57926572	72.19710391	0	50.06142478	17.38469434	14.54329363	55.57166276	50.56468305	42.49127268	15.05463905
Gm36649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts13	0	0	0	0	0	0.09330451	0	0.441525963	0.049001547	0.06484714	0	0	0	0	0	0	0.024052076	0.031757206	0.20773163	0.065421533
Cacfd1	0	28.75559427	0	0	0.550006856	5.644065134	0	0	37.66538584	0	25.41510691	5.743157649	0	54.39863451	11.46782035	12.27966627	14.17861233	0	14.91361442	18.64011647
Slc2a6	0	0	0	0	0	0	0	0	0	0	0	0.041808225	0	0	0	0	0	0	0	0
Gm13398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mymk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam163b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbhos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbh	0	0	0	0	0	0	0	0	0	0	0	0.05686798	0	0	0	0	0	0	0	0
Sardh	0	0	0	0	0	0	0	0	0	0	15.0827755	2.173885846	12.4538048	10.382073	0.300303585	3.732428778	0.05408147	15.56663334	5.137966125	0
Vav2	0	0	0.035839306	0	0	16.75227308	0	0	0.084325285	2.706142087	0.202072473	0.526504097	0	1.66306887	3.283330335	1.14262474	0.186257216	1.502875479	4.071289732	7.148953382
Brd3os	0	58.20264922	0	70.43338711	0	68.13904022	0	0	49.89559214	36.48029241	53.42172203	9.227960065	0	27.68748498	0	46.09396823	17.63631272	33.5622097	32.41003716	57.4871389
Brd3	3.214518071	15.54844787	0.025469012	0	0	0.418383549	24.72429038	0	0	27.49842566	17.95021592	3.981034034	12.40079378	6.078091069	9.72978272	5.543462836	17.58953205	0.310693952	10.23219158	9.080653602
Mir7578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr5	0	0	0.06604121	0.921416539	0.314354247	0.098624504	0	2.187659478	26.02723623	28.89153405	39.28394019	17.38582025	34.28418975	0.681009462	2.117571332	14.45519387	0.305081597	57.30044522	37.80366409	2.852507948
Gm25541	0	0	0	0	3.337144773	6.54365756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13421	0	0	0	0	0	22.27623374	0	0	0	0	1.190158794	0	0	0	0.458383042	0	0	0.047685274	0	0
Gm52506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074519005	0	0	0	0
Gm39776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxra	0	0.019683841	0.077447591	0	0.036864829	24.34612372	0	0	0	0	0	4.186951126	0	6.389046157	0.496662005	4.890866654	0	4.221965392	1.115834577	1.186019086
Gm39777	0	0	0	0	0	24.07079355	0	0	0	2.922339006	0	0	0	21.9410017	0	0	0	0	0	0
Col5a1	0	3.994580678	0.155613721	11.42211174	29.3323856	0.058097535	0.065736957	213.9933098	7.170224035	10.0743364	9.559956142	9.555784092	0.88831335	6.437787355	10.90597019	5.263387139	0.029952814	2.629959083	32.42308134	4.419829578
Gm13372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F730016J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13373	0	0	0	0	0	0	0.012204565	0	0	0	0	0	0	0	0	0	0.011121935	0	0	0
Ppp1r26	0	0.03617108	0	0.043166087	0.508071824	0.026566807	0.022545118	0.047143762	0	0.138480561	0.025075934	0.02090748	0.023894553	0	0.032595266	0	0.041090416	0.081380717	0.039431935	0
1700007K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps2	0	0	0	57.86286849	0	55.61135613	0	650.6137334	0	13.12926435	61.30577396	63.40155102	17.56344003	2.838244402	5.20843632	56.35254608	32.64704694	64.10451734	12.49673714	17.16465652
Gbgt1	0	0	0	0.078549371	0	0.483436442	0	0	0.076167166	0	0	0	0	0	0.355881821	0.238172439	0	0.049362857	0.502280316	0.152535166
Ralgds	0	0	0	0	1.3312578	0	0	0	0	0	0	0	0	18.95966116	0	0.063508927	0	10.06943233	1.061901834	7.931363562
Cel	0	0	0	0.064406708	0	0.792789281	0	0	0	0	0	0	0	0	0.097268661	0.325483249	0.183929001	0.080950338	0	0.667048012
Gtf3c5	0	0	0	67.60220044	0	0	0	0	0	0	0.049616297	12.70010457	0	0	0	4.229933409	0	0.375721047	0.039010842	14.81667373
Gm22675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfi1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsc1	0	0	0.026388076	0	0	0.019703689	0	0.03496491	0.09313163	0.041082511	0	0.031012721	0	0	0	1.650245577	0.060950703	0	0.014622656	0.020723203
Spaca9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760203323	0	0	0
Ak8	12.07971789	0.208501013	0.164072664	0.199057879	2.733433962	0.980090166	0.051982744	0.326101038	0.193020953	0.063859498	0.115636198	0.096413618	0.991694979	0.483399626	0.150311155	0.452678041	0.994801729	1.438582535	1.818380555	0.257700569
Mir3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c4	0	0	0	0	0	0.022027808	0	0	0	8.22117247	0	10.97330189	1.446284401	0	6.378204702	2.658823358	3.798807901	0.022492213	2.419422613	0.556021854
Ddx31	0	0	0.18725987	0.113594646	0.118846874	0.279649809	0.11865818	0.082708121	0.293732281	0.194358133	0.131978227	0.036679686	0.125760452	0	0.057184515	0.49751651	17.62557618	0.047590928	21.27243131	0.245099609
Barhl1	0	0	0	0.020802167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap77	0	0.482306962	5.693021856	11.94325892	8.581229417	0.88560779	4.80988346	1.257234508	0.837184327	0.553951993	0.167181871	26.90240262	3.823333883	0.873598143	0.869253771	2.617850237	2.465557393	51.90560039	8.018257457	2.2354348
Ttf1	0	0	0.235288521	0.028545909	0.716778592	0.175687375	0	0.062352724	2.214414684	14.35939255	0.033165634	1.216705755	0.094809393	0.207965874	0.560439931	0.778995921	0.271732596	0.538173994	7.249266813	5.469424146
Setx	0.811018569	0.01959793	0.038554785	1.274641133	30.06052005	0.086365313	0.012215219	0	0.022678614	10.39922046	0.163037349	4.780385121	0.025892719	0.02839804	18.34927104	7.753411032	0.044526574	0.41153524	1.954870206	11.7024537
Ntng2	0	0	0	0	0	0	0	0	0	0	0.242691771	0	0.154172031	0	0.105155309	0	0.066280721	0	0	0
6530402F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med27	0	0.06320774	0.870435047	53.93336488	140.7519727	17.17710109	0.63034931	0.164764263	18.87105865	12.68028135	28.87694999	27.10905559	17.74584312	0.274770227	20.84704009	31.33436037	13.67868382	40.86168879	32.55807312	48.04548522
Mir133c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30761	0	0	0	0	0	0.099697806	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef1	0	0.218333377	1.949381593	0.501069541	4.623772853	0.789468201	0.293106771	0.525352481	0.505308294	0.411513509	2.049203525	7.067216281	12.60354045	9.077447995	3.117719625	3.545059926	0.705923395	2.796201992	3.405464409	13.10344166
Gm13420	0	0	0	0	0	0	0	0	0	0	0.025181414	0	0	0	0	0	0	0	0.098994508	0
Trub2	0	0.048459722	0.238335642	16.39514247	0.090757661	0.177962627	0	0	0	0	0.067190297	0.364136734	9.347623596	0.035109858	0.131007219	9.030632159	13.32218173	0.03634291	19.09747015	7.711437847
Gm13547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq4	0	18.53401701	0	17.56658481	8.891769395	6.740743123	0	0	9.516879133	24.45858323	0	15.34032622	0	0	0.143209213	8.721637858	12.02802145	14.24244636	9.571870291	11.5703497
Slc27a4	0	0.138452079	0	0	0	0	0	140.5361946	6.793156758	0	0	14.4369761	38.19420012	2.608080495	15.67047558	0	0	2.242807597	16.21027506	17.45447784
Urm1	0	0.209532329	0	4.313416109	0.49052758	22.85364006	0	0	9.213845736	6.0164408	15.03443244	12.29298373	18.89387949	14.7255301	11.98996245	17.69122206	13.15110954	26.39970716	13.13425693	11.89667524
LOC118568506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercam	0	0	0.1485483	0.030037209	0.235695203	0.073946265	0	0	0	0.077089582	0	0	0.09976244	0	0	4.523487381	7.920219226	0.377526241	0.054877584	0.116658621
Mir219a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir219b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2600006K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf2	3.160572195	0.598262438	3.030032719	17.74262757	0.834380794	37.3778706	46.63527049	222.1785279	0.677575991	0.779724542	29.47379047	6.283360426	21.72820429	11.71239638	1.009414658	7.876259129	9.355720318	7.98066245	7.007641539	2.025574983
Gle1	17.91905252	75.48747346	0.283949606	82.54989743	0.473057167	0.901093828	227.6065533	14.67339369	79.16948899	58.07687774	0.300185771	20.39822078	27.50783857	0.209146865	51.31132923	23.54611319	23.11912458	31.71608755	7.080637108	1.783940682
Sptan1	0	3.43728227	0.108628532	74.06676369	0.155120601	0.243335225	5.02481108	0.035983932	7.348183306	11.20415363	0.019139981	9.096219374	0.072953022	9.861453432	0.124396714	4.895216837	20.33924831	2.753824593	22.90430537	6.696728939
Mir6997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr34	0	0	0	0	0	50.37348872	0	0.161937649	0	0.285406367	157.8858377	0	5.745403735	0	16.12280542	15.96038724	24.62972522	24.69276507	10.56492184	39.73494635
Set	17.97683727	89.30599306	255.3105047	282.1881979	7.593322645	124.4860687	129.107166	477.7625937	537.4578494	286.7749862	292.9222627	293.4847319	278.7872796	40.33814776	306.3815403	216.1788158	326.233068	165.2817433	195.8584674	148.1530629
Pkn3	0	0	0	0.216773386	0.097198391	0.152473574	0.258784183	0.135284943	0.540512211	0.158954941	0	0.089994958	0.137136841	0.037601473	0.046768103	0.281694241	0.147392635	0.233532183	0.28288722	0.040090727
Zdhhc12	0	79.25678813	12.94717457	0	159.3528553	77.47822082	0	0	0	21.59670458	111.5856381	79.99391045	25.8368565	26.29325547	9.827882148	27.89669497	23.49690421	43.15181854	29.41557978	35.44181399
Zer1	0	0	0	0	0	0	0	0.579007201	0.316354585	0	0	0	0.609507508	0.123792979	5.142654817	0.267916805	5.80360854	0	2.831248969	0.026397638
Tbc1d13	0	7.145309323	0	0.017020195	0	3.037800117	0	0	0	1.987522415	15.76040133	0.032974903	0.32033152	2.231953909	3.033111447	1.565429283	2.527475639	1.647186658	1.850192396	2.181402089
Gm31080	28.79451053	0.579839594	0.228142362	0.138394579	1.954711866	23.6788468	0.578254326	0.604589529	7.783450291	0.355185472	28.29933132	2.547192009	11.18479858	0.336082591	4.807161933	2.797541977	1.317397804	14.08937293	7.96461954	7.524963115
Endog	0	0	0	0	0	0	0	0	0	0	9.251349005	0	6.296784508	0	0	2.564748477	3.081902008	0	3.037443783	0
Spout1	0	0	0	0	138.5242599	96.40317661	115.9588585	0.155236781	34.87054075	0	0	0	26.43678188	0.172587771	23.29081322	8.547863539	0	12.32678255	3.375917554	25.30182116
Kyat1	0	0.051553132	0.152129832	0.399898366	0.241377865	0.41651019	0.096397851	0.201576118	0.059656993	17.60545505	34.27435662	0.02979856	0.408670935	0.522915187	0.371653392	0.435273121	0.204975603	1.778491015	0.365304511	0.557532667
Gm31201	0	0	0	0	0	0	0	0	0	0	0.431871038	1.080239149	0	0	0	0	0.070768095	0.280316377	0	2.117377709
1700084E18Rik	0	0	0	0	30.93187983	47.38510647	0	0	0	31.22039473	34.34953319	3.878265486	16.36562688	1.121820512	11.16241739	33.92807461	24.33218601	54.19020349	19.6928524	21.92824501
Lrrc8a	0	0	0	4.755255953	3.410100689	0.038763557	0	0.068787337	0	0.040411323	0.073176456	0.030506048	7.670185374	0	0	0.636582189	0.449661874	0.039580795	2.186331185	6.115390805
Phyhd1	0	2.50433788	1.601195471	2.839211486	1.876097006	0.459844313	0.078046596	1.468818732	1.304102524	0.191756574	0.781269883	1.664680861	2.7296962	1.360825217	0.789867098	3.926856468	26.24450398	39.62909591	0.955537177	25.43934361
Dolk	0	0	0	0	167.5196446	65.15340697	0	0	35.56143227	79.89033455	0	19.10576877	0	88.21804437	49.77080921	21.27184599	5.578429909	7.603087279	58.48308727	65.17994078
Nup188	0	0.056695427	2.342261581	7.690638013	0.530909396	50.6915339	2.685670093	0	7.216838967	6.424910539	0.157218507	0.043694522	0.274654618	2.656297223	7.595470674	0.341921797	0.644061148	8.702297649	2.328047522	8.467242447
Gm39780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb2	0	83.76928135	0.163869755	109.7109247	1.3520265	140.7545111	0.207673827	50.01269856	60.01953832	45.32669136	55.59072208	100.3066486	57.85069981	84.45008211	64.40373862	78.60158827	49.96245019	70.299252	38.8954884	25.99556884
Miga2	0	0.027004317	0	0.032226594	0.050574963	20.19104806	0	1.619025892	0	0	0	0	0	0	16.64494463	0	0	0	1.736888061	0.458926465
Dolpp1	0	0	0	0	10.50840727	0	0	0	32.73149012	0	59.51966518	0	24.57505337	0	12.67522875	0	18.9474367	0	11.73076452	26.00596633
Crat	0	0	0	21.24249012	0	0	38.33905395	0	0	32.42058872	0	7.938808387	27.6087419	0	8.352437485	8.079851394	11.72580458	6.793205347	0.528180008	2.245607308
Ptpa	0	0.162632301	1.919668	48.666371	85.36007799	134.7988717	6.842292226	0.847870574	1.505577416	25.09222626	6.370168206	34.358517	0.376021172	75.17538253	11.35799216	16.33051197	11.13122415	9.57448116	34.88254543	30.7793976
Ier5l	0	0	0	0	0	0	0	0	0	0	0	0	7.089555141	0	6.576328603	2.58892986	0	0	8.969634356	0
Gm31291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstad	0	0	0	0	266.3384638	0	0	0	0	0	0	0	49.01425124	26.28108274	0	0	0	0	0	0
9330198N18Rik	0	0	0	0	0	0	0	0	0	0	3.643893832	0	0	10.63874376	0.225550519	0	0	4.379921687	0	11.47193683
Gm32316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14486	0	0	0	0	0.384702874	0	0	0	0	0	12.10424281	0	0	0	0	0	11.08398006	2.618850835	0	0
LOC115489511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14488	0	0	0	12.72696129	0	192.6165102	0	0	8.277952676	6.130661138	67.38152683	0	17.08141376	4.84996357	24.12922439	4.155834062	11.48127012	44.78889225	5.043893189	31.33039305
Mir3089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39783	0	0	0	0	42.29391902	0.064288566	0	0	0	0	0	0	0.057822025	0	0	0	0	6.170530272	0	3.651210173
Gm39784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001O22Rik	0	0	0	0	0	0	31.81690064	0	0	0	0	0	0	0	0	1.484298764	0	0	0	0
LOC118568507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12807664	0	0	0	0
Ntmt1	0	35.0919824	143.0382937	167.959534	144.6349304	45.41392814	111.6936278	1.706009986	21.78275215	39.2786617	73.02673088	53.32138812	16.51130231	49.49464625	33.42023739	46.57464693	37.77574197	29.58979829	20.48676786	27.10785343
Asb6	0	140.5070377	0	0	0	106.7092873	0	0	0	0	33.4264098	37.75318296	0	44.7056618	0	6.084719967	23.88814878	0	77.45527019	0.492239782
Prrx2	0	1.22018419	0.150028401	8.281862551	0.285652338	129.8364794	0.095066268	0.198791666	73.59999087	0.116786527	21.04186014	21.4230797	13.70287712	24.97422431	43.15768206	45.44029188	92.00448509	73.43603518	92.28157785	49.48481179
Ptges	0	0	0	0	0	8.410044342	0	0	0	0	0	0	0	0	0	0	0	9.603058506	1.744887466	0
Gm52550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568508	0	0	5.370508183	2.862942242	2.788741469	62.94641733	0	21.24038407	21.92174666	0.570076609	20.07229653	16.06618909	8.525020263	19.35905073	13.71652985	4.240636586	1.315650334	78.04638661	13.61748616	4.856620754
Tor1b	0	0.165043292	0	88.76352255	0	0	0	0	32.34049278	56.06760643	25.59144382	11.32053217	0	8.968241658	19.23540807	10.58390814	26.43601932	26.7356295	32.1460809	17.08401329
Tor1a	0	0	161.2206023	29.15512464	0	14.76378937	0	104.7955183	30.4180816	33.62422469	30.97919224	11.35064509	0	0	22.71209841	25.55088339	30.21232296	12.63984897	39.52811179	10.98883503
BC005624	0	357.3980501	353.6229421	309.7125364	186.1939069	341.343353	45.30478082	0	43.67991785	341.1334468	130.256516	145.4265653	233.4083605	39.95433868	31.10651785	90.63406559	112.1415119	160.9049875	136.6798245	198.2550074
Usp20	0	0.02606989	0	0.031111461	4.443068041	0	0	0	0.060335858	0	0.036146382	0	0	3.966492638	1.40955979	7.735404969	0	5.357085092	7.673430809	0
Gm39786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp1	0	0.311568414	1.498309951	2.602751338	22.43310499	20.93459196	0.043155082	0.27072286	2.083150064	6.715225331	0.751991894	1.507434052	1.753294794	0.133769716	0.852700599	1.336194392	1.468205184	6.300279621	6.554114197	4.777950812
D330023K18Rik	0	259.1556827	0	87.39185181	50.506904	20.61252131	245.9839692	161.1703429	67.48872065	26.52514006	0	3.548473079	15.93211357	39.39518127	28.4510834	41.78391212	60.27506638	68.40303588	40.15495685	50.4715625
Gpr107	0	44.5785704	0	0	37.44348721	0.039687165	0.033679313	0	34.07806992	8.523083587	0.337140048	13.46138304	0	0	9.251642575	20.30200788	25.59689665	11.79244784	21.26503061	11.26998086
Gm22516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncs1	0	0	0	0	0	16.2140335	0	0	12.66419357	0.21578632	0	6.70582934	0	0.646572283	0.253956672	0.028326576	0.426858937	4.684958492	0.691250901	0.326546517
Hmcn2	0	0.042294611	0.069338087	4.096792393	3.353280418	13.65797959	0.008787287	0	0	1.327780315	7.584398498	0.024446982	0	0.051071891	1.499128427	0	0.032031173	0	0.791512224	0.032671739
Ass1	0	26.08545821	0	4.353277426	1.933538817	10.1103722	10.03843838	0	0.159292583	5.059269703	0	9.0705648	0.363736342	5.186098505	1.984733933	7.80361556	9.851647781	1.445293594	1.275542117	3.083716746
Gm32952	0	0.034402987	0.203041808	0	0.322157709	0.151609106	0.085772324	1.972929605	0.079621883	0	0.047700375	0.198854934	0.181812435	0.149553148	0.24801571	0.124487617	0.156327438	0.309610856	0.187522236	0.425209888
Fubp3	0	80.26853269	0	0	0	10.5299705	0	0	25.57405833	24.9056555	0	0.032754349	0.187169982	40.02962516	9.498056446	31.06500197	0	16.27669801	11.64465757	5.209102853
Mir6998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm12	0	0	0	0	0	0.733588302	0	0	0.123835178	0	0	0	0	0	0	0	0	0	0	0
Exosc2	0	0	0.114366549	12.21025771	0.653257755	0.085396256	24.34956798	0.151538753	19.64355547	10.05997091	21.44066376	3.024222081	21.42903402	0.084238205	10.68695969	12.55141619	7.858813454	0.261589907	26.23722563	11.85556074
Gm13427	0	0	0	0	0	0	0	0.369471379	9.185067776	0	0	0.163854457	0	0	1.277265248	0.170960899	0	14.88177937	0.154516428	0
Abl1	0	10.27279942	0.176612892	0.214272059	0.144115243	2.185355853	0.031974762	0.300878783	0.029681961	7.679277901	0.142256435	0.444782576	1.389432934	10.72285081	0.138685353	2.753499788	1.10725833	0.596330151	4.180364034	0.713306226
LOC118568509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qrfp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibcd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamc3	0	0.039722911	0.807513092	0.063206394	0.198386526	31.39288455	0.099035773	0.138061492	0.061289503	2.514367928	0.146870792	0.091841988	0.087469623	0.153492781	1.885254353	1.852620863	1.50417678	2.224367872	0.245389148	0.040913537
Aif1l	0	0	0	34.3421016	0	109.3936451	0	129.8116982	0	132.847305	0	10.10759493	25.01189292	0	20.34835358	20.67926356	16.02148454	11.46079155	29.00911207	37.8814601
Nup214	0	0.03232276	0.127176393	0.912907441	0.141249721	15.01970072	0.053723984	0.140426784	7.455807144	0.082498209	0.627425428	7.336225915	0.213523601	0.218571421	4.155506907	2.248236729	12.55780153	0.711063918	1.174556208	1.165205281
Gm13609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
